"Latur College of Pharmacy , Latur",LATUR ,Maharashtra,"02382-223199,223299","dayanandedu@rediffmail.com,principal@dayanandpharmacy.com",www.dayanandpharmacy.com
LAVANYA COLLEGE OF EDUCATION, ,Karnataka,-,-,-
Law College,JUNAGADH ,Gujarat,-,-,-
Law College,GODHRA ,Gujarat,-,-,-
Law College,HIMMATNAGAR ,Gujarat,-,-,-
Law College, ,Madhya Pradesh,-,-,-
Law College,BETUL ,Madhya Pradesh,-,-,-
Law College,SATNA ,Madhya Pradesh,-,-,-
Law College,MOTIHARI ,Bihar,-,-,-
Law College,DURGAPUR ,West Bengal,-,-,-
Law College, ,Kerala,-,-,-
Law College, ,Kerala,-,-,-
Law College, ,Madhya Pradesh,-,-,-
Law College, ,Maharashtra,-,-,-
Law College Dehradun,DEHRADUN ,Uttaranchal,"0135-2771461,0135-2771405,0135-2771421",-,-
Law School,JAMMU ,Jammu and Kashmir,2455395(R),-,-
Laxmanrao Mankar College Of Polytechnic, ,Maharashtra,225145,dksanghi@gmail.com,www.mankargroups.com
"Laxmanrao Umak Moemorial Nursing School,Amrvati",AMRAVATI ,Maharashtra,-,-,-
"Laxmi Bai Batra College of Nursing , Delhi",DELHI ,Delhi,-,-,-
"Laxmi Bai Shahuji, College of Pharmacy , Jabalpur",JABALPUR ,Madhya Pradesh,0761-2905344,-,-
LAXMI BAL MAHILA SANSKRIT TEACHERS TRAINNG INSTITUTE, ,Rajasthan,-,-,-
Laxmi Barah College, ,Orissa,-,-,-
LAXMI CHARAN HUBBLAL MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
LAXMI COLLEGE OF EDUCATION, ,Haryana,"01263-2679405,9416313607",-,www.laxmicollege.com
"Laxmi College Of Nursing , Hyderabad",HYDERABAD ,Andhra Pradesh,-,-,-
Laxmi College Of Nursing Sciences,GWALIOR ,Madhya Pradesh,-,-,-
Laxmi Devi Arya Kanya Girls Degree College, ,Uttar Pradesh,-,-,-
Laxmi Devi Institute of Engg & Technology, ,Rajasthan,0144-2883476,directorliet@gmail.com,-
Laxmi Devi Institute of Engineering and Technology, ,Rajasthan,"0144-2883473,76,77,9414018474",lietalw@sancharnet.in,http://www.liet.org
"Laxmi Institute of Management, Sarigam", ,Gujarat,+91-260-2786661/2/3,info@laxmividyapeeth.com,http://www.lims.org.in/
"Laxmi Meghal College Of Nursing , Kasaragod",KASARAGOD ,Kerala,-,-,-
"Laxmi Memorial College Of Nursing , Mangalore",MANGALORE ,Karnataka,-,-,-
"Laxmi Memorial College Of Nursing , Mangalore",MANGALORE ,Karnataka,-,-,-
"Laxmi Memorial Instt Of Nursing , Mangalore",MANGALORE ,Karnataka,-,-,-
"Laxmi Memorial Instt Of Nursing , Mangalore",MANGALORE ,Karnataka,-,-,-
"Laxmi Memorial Instt Of Nursing , Mangalore",MANGALORE ,Karnataka,-,-,-
Laxmi Narayan Degree College, ,Orissa,-,-,-
Laxmi Narayan Mahavidyalaya, ,Uttar Pradesh,-,-,-
"LAXMI NARAYAN TIWARI TEACHER TRAINING COLLEGE,", ,Rajasthan,-,-,-
"Laxmi Narayana College of Pharmacy , Dharmapuri",DHARMAPURI ,Tamil Nadu,-,-,-
Laxmi Narayana Mahavidyalaya, ,Orissa,-,-,-
Laxmi Narayana Polytechnic College, ,Tamil Nadu,04342-296296,lnp_542@yahoo.co.in,www.lnptco.com
"Laxmi Narayana School Of Nursing, , Dharmapuri",DHARMAPURI ,Tamil Nadu,-,-,-
"Laxmi Polytechnic College, Jaipur", ,Rajasthan,98295-38005,sumitbudania@yahoo.com,-
LAXMI RATAN SHAH B.ED COLLEGE, ,Maharashtra,-,-,-
"Laxmi School Of Nursing , Samadhanapeta", ,Andhra Pradesh,-,-,-
"Laxmi School Of Nursing , Vizianagaram",VIZIANAGARAM ,Andhra Pradesh,-,-,-
"Laxmi School Of Nursing Sciences , Gwalior",GWALIOR ,Madhya Pradesh,-,-,-
Laxmi Venkatesh Desai College, ,Karnataka,-,-,-
Laxmi Yadunandan Degree College, ,Uttar Pradesh,-,-,-
"Laxmibai College Of Nursing , Bhandara",BHANDARA ,Maharashtra,-,-,-
LAXMIBAI MAHILA TEACHERS TRAINING COLLEGE, ,Rajasthan,-,-,-
"Laxmibai Waghaye Nursing School,Bhandara",BHANDARA ,Maharashtra,-,-,-
LAXMICHAND KATORI DEVI MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
Laxmikanta College, ,Orissa,-,-,-
Laxminarayan College, ,Orissa,-,-,-
Laxminarayan College of Technology, ,Madhya Pradesh,"0755-2852641,2852643,2660930",yenkiemskm@rediffmail.com,www.lnctgroup.in
Laxminarayan Institute Of Technology, ,Maharashtra,-,-,http://litnagpur.org/
Laxminarayan Institute Of Technology, ,Maharashtra,-,-,-
Laxminarayan Institute Of Technology, ,Maharashtra,-,-,-
Laxminarayana Polytechnic College,CHENNAI ,Tamil Nadu,-,-,-
"Laxmipati Institute of Science and Technology, Bhopal", ,Madhya Pradesh,"0755-2751802,2751803",laxmipati_ist@yahoo.com,http://www.laxmipatigroup.org
Laxshmipuram College of Arts & Science,KANYAKUMARI ,Tamil Nadu,-,-,-
"Layola Polytechnic,Pulivendula", ,Andhra Pradesh,-,-,-
"Lazarus School Of Nursing , Visakhapatnam",VISAKHAPATNAM ,Andhra Pradesh,"0891-3251395,2780780",-,-
LBS Institute of Technology for Women,TRIVANDRUM ,Kerala,0471-2349232,info@lbsitw.ac.in,www.lbsitw.ac.in
LBS Polytechnic College, ,Rajasthan,01593-234794,vpsashoksingh@gmail.com,-
"LBS Polytechnic College, Jodhpur", ,Rajasthan,0291-2544667,slbseducation@ymail.com,-
LC Institute of Technology, ,Gujarat,"02765-287145,287945",principal@lcit.org,www.lcit.org
LCRT TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LDC Institute of Technology Studies,ALLAHABAD ,Uttar Pradesh,0535-282050,info@dcinstitute.com,-
Lead College Of Management, ,Kerala,"04912523693,2533693",info@promptgroup.in,www.lead.ac.in
Leas Hurakadli Ajja Law College, ,Karnataka,-,-,-
Ledo College, ,Assam,-,-,-
"Leela College Of Nursing,Hubli",HUBLI ,Karnataka,-,-,-
"Leela Degree College, Huzurabad",HUZURABAD ,Andhra Pradesh,-,-,-
LEELA KALYAN TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
"Leela Krishna Babuji Polytechnic,Ravulapalem", ,Andhra Pradesh,-,-,-
LEELA WATI WELFARE SOCIETY, ,Madhya Pradesh,-,-,-
"Leelabai Thackersey College Of Nursing , Mumbai",MUMBAI ,Maharashtra,-,-,-
Leelaben Dashrathbhai Ramdas Patel Institute of Technology,GANDHI NAGAR ,Gujarat,+91-079-23241492,info@ldrp.ac.in,http://www.ldrp.ac.in
Leeladevi Parasmal Sancheti Kanya Mahavidyalaya, ,Rajasthan,-,-,-
LEELAVATHI SHETTY COLLEGE OF EDUCATION, ,Karnataka,-,-,-
"Lendy Degree College, Nellore",NELLORE ,Andhra Pradesh,0861–2346485,-,-
Lenora College of Engineering, ,Andhra Pradesh,08864-243434,info@lce.ac.in,www.lce.ac.in
Lenora College of Engineering, ,Andhra Pradesh,"+919490707594,+919494211112","principal@lce.ac.in,principal.lenora@gmail.com",http://www.lce.ac.in
"Lenora Institute of Dental Sciences , Rajahmundry",RAJAHMUNDRY ,Andhra Pradesh,(0883)2440550,"lids@lids.ac.in,principal@lids.ac.in",www.lids.ac.in
"Lepakshi Degree College, Proddatur",PRODDATUR ,Andhra Pradesh,08564–250255,-,-
LESIEUX INSTITUTE OF PRE SCHOOL TEACHER EDUACATION, ,Kerala,-,-,-
Let. Sh. Jagat narayan training College for Mentally Handicapped,ALLAHABAD ,Uttar Pradesh,-,-,-
Lexicon International School, ,Maharashtra,"+91-(20)27051818,65303160",ajay@lexiconedu.in,http://www.lexiconedu.in
"Leyamma Memorial Sn, Mandiram Hospital,Kottayam",KOTTAYAM ,Kerala,-,-,-
Liandig Puia Law College,AIZAWL ,Mizoram,-,-,-
Liberal College, ,Manipur,-,-,-
"Liberty Anm Institute,Jaipur",JAIPUR ,Rajasthan,-,-,-
"Liberty College Of Nursing, Jaipur",JAIPUR ,Rajasthan,-,-,-
"Liberty School Of Nursing,jaipur",JAIPUR ,Rajasthan,-,-,-
Libra College of Law,DEHRADUN ,Uttaranchal,"0135-3242555,0135-3253646,9897035444",libracollegeoflaw@yahoo.com,-
Licchavi Collegeof Teacher's Training, ,Bihar,-,-,-
"Life Guard Nursing Institute , Sangrur",SANGRUR ,Punjab,-,-,-
Life Help Centre for the Handicapped,CHENNAI ,Tamil Nadu,-,-,-
"Life Line School Of Nursing , Bangalore",BANGALORE ,Karnataka,-,-,-
"Life Line School Of Nursing , Hanamkonda",HANAMAKONDA ,Andhra Pradesh,-,-,-
"Life Line School Of Nursing,Raigad",RAIGAD ,Maharashtra,-,-,-
Light House Special teachers Training Centre,RAIGAD ,Maharashtra,-,suhitjeevantrust@gmail.com,-
Likmanya Senior College, ,Maharashtra,-,-,-
Lilong Haoreibi College, ,Manipur,-,-,-
Lincoln College of Law,FATEHGARH SAHIB ,Punjab,01763-325322,-,-
LINCON TEACHER TRAINING COLLEGE, ,Punjab,-,-,-
LINGAMMAL TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Lingaraj College, ,Karnataka,-,-,-
Lingaraj Law College,BERHAMPUR ,Orissa,-,"mnpadhy@yahoo.com,controllerofexaminationsbu@yahoo.com",-
LINGAYA''S TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Lingaya's Institute of Management and Technology, ,Haryana,"0129-2202614,2202296,2201008",KDSHARMA@LIMAT.ORG,-
Lingaya's University, ,Haryana,"+91-129-2598200,01,02,03,04,05",-,http://lingayasuniversity.edu.in/
Lingayas Institute of Management and Technology, ,Andhra Pradesh,0866-2085299,principal.limat@gmail.com,www.svitech.org
Lions Charitable Trust,BHILAI ,Chhattisgarh,0788-2291528/2381293,-,-
Lions Juhu Nandalal Jalan Mahila Mahavidyalaya, ,Maharashtra,-,-,-
"Lisa School Of Nursing,Kozhikode",KOZHIKODE ,Kerala,-,-,-
Lisaa Delhi - School of Design, ,Delhi,9818882303,-,http://www.lisaadelhi.com/
"Lisie College Of Nursing , Ernakulam",ERNAKULAM ,Kerala,-,-,-
"Lisie College of Pharmacy , COCHIN",KOCHI ,Kerala,-,-,-
"Lisie Hospital, School Of Nursing,Ernakulam",ERNAKULAM ,Kerala,-,-,-
LISIEUX COLLEGE OF EDUCATION C, ,Tamil Nadu,-,-,-
LISIEUX CONVENT TEACHER TRAINING INSTITUTE, ,Kerala,-,-,-
"Lisieux School Of Nursing,Ernakulum",ERNAKULAM ,Kerala,-,-,-
LITT College Of Engineering, ,Punjab,-,-,-
Little Flower College, ,Kerala,-,-,-
"Little Flower College Of Nursing , Ernakulam",ERNAKULAM ,Kerala,-,-,-
Little Flower Convent Hr. Sec. School for the Deaf,CHENNAI ,Tamil Nadu,044-28265739/28312184,-,-
LITTLE FLOWER D ED COLLEGE, ,Karnataka,-,-,-
Little Flower Degree College,BURGHAMPHAD ,Andhra Pradesh,-,-,-
"Little Flower Degree College, Anantapur",ANANTAPUR ,Andhra Pradesh,08554–236341,info@littleflower.in,-
"Little Flower Degree College, Secunderadad",SECUNDERABAD ,Andhra Pradesh,27796571,hyd2-lfclfdc@snacharnet.in,www.littleflowercolleges.com
"Little Flower Degree College, Westgodavari",CHINTALAPUDI ,Andhra Pradesh,08823–222164,-,-
Little Flower Institute Of Social Sciences & Health,KOZHIKODE ,Kerala,"0495-2232085(O),0495-2235248(R)",fr.josekochy@gmail.com,-
LITTLE FLOWER PG COLLEGE,NANDYAL ,Andhra Pradesh,-,-,-
Little Flower Polytechnic College,PUDUKOTAI ,Tamil Nadu,04423821122,lfptc540@rediffmail.com,http://lfptc.com/
Little Flower Polytechnic College, ,Tamil Nadu,04423821122,lfptc540@rediffmail.com,http://lfptc.com/
"Little Flower School Of Nursing,Ernakulam",ERNAKULAM ,Kerala,-,-,-
"Little Flower School Of Nursing,Thiruvananthapuram",TRIVANDRUM ,Kerala,-,-,-
LITTLE FLOWER TEACHER TRAINING INSTITUTE FOR WOMEN, ,Tamil Nadu,-,-,-
"Little Lourdes School Of Nursing,Kottayam",KOTTAYAM ,Kerala,-,-,-
"Little Lourds Mission Hospital , Kottayam",KOTTAYAM ,Kerala,-,-,-
Little Rose Degree College,DRAKSHARAMA ,Andhra Pradesh,08857–252165,littlerose@yahoo.com,-
Little Step Science &Technology College, ,Madhya Pradesh,-,-,-
Lloyd Institute Of Management & Technology, ,Uttar Pradesh,"0120-3950947,3950966",limt_net@yahoo.co.in,www.lloydinstitute.org
Lloyd Law College,NOIDA ,Uttar Pradesh,91-0120-3250966/947,info@lloydlawcollege.com,www.lloydlawcollege.com
"LLRM Medical College, Merrut",MEERUT ,Uttar Pradesh,"0121-276088,2760555",medllrm@yahoo.com,www.llrmmedicalcollege.nic.in
"Lms Boys Brigade Hospital , Kundara", ,Kerala,-,-,-
LN Mishra College of Business Management, ,Bihar,0621-2255905,info@lnmcbm.org,http://www.lnmcbm.org/
Ln. G.V. Rao Modern Degree College,RAGHUNATHAPALEM ,Andhra Pradesh,"08857–242189,242489,245189",-,-
LNM Institute of Information Technology, ,Rajasthan,0141-5189211/2689011/12/18,info.lnmiit@lnmiit.ac.in,www.lnmiit.ac.in
LNT COLLEGE EDUCATION, ,Haryana,+91-180-6532031,lntcollege@ymail.com,http://www.lntcoe.org
LNT TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LOAD SHIVA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LOED SHIVA TEACHER TRAINING COLLEGE, ,Rajasthan,-,-,-
LOGAMBAL TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Loganatha Narayanasamy Government Arts College,TIRUVALLUR ,Tamil Nadu,-,-,-
Lohia College, ,Rajasthan,-,-,-
Lok Bandhu Raj Narain Vidhi Mahavidyalaya,VARANASI ,Uttar Pradesh,-,-,-
Lok Bhandhu Raj Narain Vidhi Mahavidyalaya,VARANASI ,Uttar Pradesh,-,-,-
Lok Bharati Lok Seva Mahavidyalaya, ,Gujarat,-,-,-
Lok Mahavidyalaya, ,Bihar,-,-,-
LOK MANGA TILAK COLLEGE OF EDUCATION, ,Rajasthan,-,-,-
LOK NATH MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
LOKAMANYA TILAK COLLEGE OF EDUCATION, ,Madhya Pradesh,-,-,-
Lokanayak Omeo Kumar Das College,SONITPUR ,Assam,244231,-,-
LOKESH TEACHER TRAINING COLLEGE, ,Rajasthan,-,-,-
LOKHIT COLLEGE OF PHYSICAL EDUCATION, ,Maharashtra,-,-,-
LOKHMANYA TILAK PG COLLEGE,IBRAHIMPATNAM ,Andhra Pradesh,-,-,-
"Lokmangal Nursing School,Sholapur",SHOLAPUR ,Maharashtra,-,-,-
Lokmani Sharma Swatantrata Sangram Senani Govt. Degree College, ,Uttar Pradesh,-,-,-
LOKMANYA EDUCATION SOCIETY, ,Madhya Pradesh,-,-,-
Lokmanya Mahavidyalaya, ,Maharashtra,-,-,-
LOKMANYA TIALK JANKALYAN SANSTHAN, ,Rajasthan,-,-,-
Lokmanya Tilak College Of Education, ,Madhya Pradesh,-,-,-
LOKMANYA TILAK COLLEGE OF TEACHER EDUCATION, ,Rajasthan,-,-,-
LOKMANYA TILAK INSTITUTE OF MANAGEMENT STUDIES & RESERCH,NAGPUR ,Maharashtra,0712-2230665,limsrvents@rediffmail.com,www.ltimsr.com
LOKMANYA TILAK JANKALYAN SHIKSHAN SANSTHA, ,Maharashtra,-,-,-
Lokmanya Tilak Jankalyan Shikshan Sanstha's College of Technology,THANE ,Maharashtra,(95712)2230665,principal@ltcoe.com,www.ltcoe.org
Lokmanya Tilak Mahavidyalaya, ,Maharashtra,-,-,-
"Lokmanya Tilak Municipal General Hospital, Mumbai",MUMBAI ,Maharashtra,-,-,-
Lokmanya Tilak Municipal Medical College, ,Maharashtra,-,-,-
"Lokmanya Tilak Municipal Medical College, Mumbai",MUMBAI ,Maharashtra,022-2407638/24074539,deanltmg@rediffmail.com,-
LOKMANYA TILAK STC COLLEGE, ,Rajasthan,-,-,-
Loknath Mahavidyalay, ,Uttar Pradesh,-,-,-
Loknayak Bapuji Aney Mahila Mahavidyalaya, ,Maharashtra,-,-,-
"Loknete Rajarambapu Patil Training College Of Nsg,Sangli",SANGLI ,Maharashtra,-,-,-
Lokniketan Mahavidyalaya, ,Gujarat,-,-,-
"Lokopriya Gopinath Bordoloi, School Of Nursing, , Tezpur",TEZPUR ,Assam,-,-,-
LOKSHAHI SHIKSHAN SANSTHA, ,Maharashtra,-,-,-
Lokvishwas Pratishthan Shantadurga Krupa Ashram,GOA ,Goa,0832-2314894,lokpra@goatelecom.com,www.lokvishwas.org
"Lombard Memorial Hospital c S I Hosp. , Dakshina Kannada",UDUPI ,Karnataka,-,-,-
Lonavla Education Trusts Arts and Commerce College, ,Maharashtra,-,-,-
London International College of Law Technology and Management, ,Delhi,9650690041,info@londoninternational.ac.in,www.londoninternational.ac.in
"Longowal Polytechnic & Pharmacy College , Patiala",PATIALA ,Punjab,"01762-281938,99151-58000,98781-32444,98760-0","principal@lppcderabassi.org,lppcderabassi@gmail.com",www.lppcderabassi.org
Lord Ayyappa Institute of Engineering and Technology, ,Tamil Nadu,044?27290702/27290565,laecollege@gmail.com/college@laiet.org,www.laiet.org
Lord Buddha College, ,Bihar,9771858693,-,http://www.lordbuddhacollege.com/
Lord Buddha Koshi Medical College & Hospital, ,Bihar,+916478205047,"management@lbkmc.com,sykalabs@yahoo.co.in",http://www.lbkmc.com/
"Lord Jagannath Missions College & School Of Nursing , Bhubaneswar",BHUBANESWAR ,Orissa,-,-,-
"Lord Jagannath Missions College Of Nursing, Bhubaneswar",BHUBANESWAR ,Orissa,-,-,-
"Lord Jagannath Missions School Of Nursing, P O Rasulgrh", ,Orissa,-,-,-
Lord Jegannath College Of Engineering & Technology,KANYAKUMARI ,Tamil Nadu,04652-293531,chairman@1jcet.net,-
LORD KISHANA TEACHER TRAINING COLLEGE, ,Haryana,"+91-1731283315,286768,98961.13138",lkcoe@rediffmail.com,http://lkcoe.com
LORD KRISHANA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LORD KRISHANA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Lord Krishna College of Engineering,GHAZIABAD ,Uttar Pradesh,0120-2757920,lkceghaziabad@yahoo.co.in,-
"Lord Krishna College Of Nursing , Datia",DATIA ,Madhya Pradesh,-,-,-
"Lord Krishna College of Pharmacy , Sangrur",SANGRUR ,Punjab,"+91-1676-278278,01676-210550,94632-56601,99150",sanjayklg@gmail.com,-
Lord Krishna College of Technology, ,Madhya Pradesh,"0731-4266104,4066143,0755-2660930",lnctchirman@gmail.com,http://lkctindore.net
LORD KRISHNA INSTITUTE, ,Uttar Pradesh,-,-,-
LORD KRISHNA INSTITUTE FOR EDUCATION, ,Uttar Pradesh,-,-,-
Lord Krishna Polytechnic Institute, ,Haryana,-,-,-
"Lord Krishna School Of Nursing , Sabarkantha", ,Gujarat,-,-,-
LORD KRISHNA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LORD KRISHNA TEACHER TRAINING COLLEGE, ,Punjab,-,-,-
LORD KRISHNA TEACHER TRAINING COLLEGE, ,Punjab,-,-,-
"Lord Mahavira Bsc Nursing College,Solan",SOLAN ,Himachal Pradesh,-,-,-
Lord Mahavira College of Law,MORADABAD ,Uttar Pradesh,"0591-2390122,9997780095,9810877070",lord.mahavira.institute@gmail.com,-
Lord Mahavira Homoeopathic Medical College,LUDHIANA ,Punjab,-,-,-
"Lord Mahavira Institute Of Mphw anm , Chamba",CHAMBA ,Himachal Pradesh,-,-,-
"Lord Mahavira Paramedical Institute , Solan",SOLAN ,Himachal Pradesh,01792-2455197,-,-
LORD MAHAVIRA TEACHER TRAINING COLLEGE, ,Punjab,-,-,-
Lord Shiva College of Management, ,Haryana,01666-242565,-,lscm.in
Lord Shiva College of Pharmacy, ,Haryana,"01666-240795,09812290057",ordshiva1@rediffmail.com,www.lscp.ac.in
"Lord Shiva College of Pharmacy , SIRSA",SIRSA ,Haryana,"01666-240057,",info@lscp.ac.in,www.lscp.ac.in
LORD SHIVA INSTITUTE FOR HIGHER STUDIES, ,Uttar Pradesh,-,-,-
Lord Shiva School Of Nursing, ,Madhya Pradesh,-,-,-
"Lord Shiva School Of Nursing , Sangrur",SANGRUR ,Punjab,-,-,-
"Lord Shiva School Of Nursing , Sirsa",SIRSA ,Haryana,-,-,-
"Lord Shiva School Of Nursing,Jodhpur",JODHPUR ,Rajasthan,-,-,-
LORD SHIVA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LORD SHIVA TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Lord Venkateshwara Engineering College,KANCHIPURAM ,Tamil Nadu,"044-37200413,14,15,37205579",college@ivengcol.com,www.lvengcol.com
LORD VENKATESWARA INSTITUTE TEACHER TRAINING, ,Tamil Nadu,-,-,-
Lord's Institute of Engineering and Technology, ,Andhra Pradesh,+91-040-65354839,principal.lords@gmail.com,http://www.lordsinstitute.in/
LORD'S INTERNATIONAL COLLEGE OF MANAGEMENT, ,Rajasthan,"0144-2883476,2883477",mkchachan@yahoo.co.in,-
LORDS INTERNATIONAL COLLEGE, ,Rajasthan,-,-,-
LORDS INTERNATIONAL COLLEGE FOR TEACHER TRAINING, ,Rajasthan,-,-,-
LORDS MAHAVIRA TEACHER TRAINING COLLEGE, ,Punjab,-,-,-
"Lords School Of Nursing,Trivandrum",TRIVANDRUM ,Kerala,-,-,-
Loreto College, ,West Bengal,-,-,-
Loreto College, ,West Bengal,-,-,-
Loreto College, ,West Bengal,91-3322640952,-,-
Loreto House Teacher Training, ,West Bengal,+913322640952,-,http://www.loretocollege.in
LORVEN COLLEGE OF SCIENCE & MANAGEMENT, ,Karnataka,080-7831666,info@lorven.org,http://www.lorven.org
LORVEN EDUCAITONAL CENTRE, ,Karnataka,-,-,-
Lorven Educational centre, ,Karnataka,-,-,-
"Lorven School Of Nursing , Bangalore",BANGALORE ,Karnataka,-,-,-
Lotus Business School, ,Maharashtra,020-65291082/97,office@lotuscentre.ac.in,http://www.lotuscentre.ac.in
"Lotus Medical Foundation, School Of Nursing,Kolhapur",KOLHAPUR ,Maharashtra,-,-,-
"Lotus Nursing Institute,nanded",NANDED ,Maharashtra,-,-,-
"Lourde College Of Nursing , Kannur",KANNUR ,Kerala,-,-,-
LOURDES COLLEGE OF EDUCATION, ,Karnataka,-,-,-
"Lourdes College Of Nursing , Ernakulam",ERNAKULAM ,Kerala,-,-,-
"Lourdes Hospital, School Of Nursing,Ernakulam",ERNAKULAM ,Kerala,-,-,-
Lourdes Matha College of Science & Technology, ,Kerala,0472-2853846/2853550,info@lmcst.com,www.lmcst.com
Lourdes Matha College of Science and Technology, ,Kerala,0472-28535500472-2851166,lourdesmatha@gmail.com,www.lmcst.ac.in
Lourdes Matha Institute of Hotel Management and Catering Technology, ,Kerala,0091-0472-2853330,info@lmihmct.org,http://www.lmihmct.org/
"Lourdes School Of Nursing,Kollam",KOLLAM ,Kerala,-,-,-
"Lovekush Institute Of Nursing,Ambikapur", ,Chhattisgarh,-,-,-
"Lovekush Institute Of Nursing,Chhattisgarh", ,Chhattisgarh,-,-,-
"Lovekush Institute Of Nursing,Koria", ,Chhattisgarh,-,-,-
LOVELY INSTITUTE OF EDUCATION, ,Punjab,-,-,-
LOVELY INSTITUTE OF EDUCATION, ,Punjab,-,-,-
LOVELY INSTITUTE OF EDUCATION, ,Punjab,-,-,-
Lovely Institute of Law,PHAGWARA ,Punjab,"01824-500701,9876740030(M),9815766677",info@lpu.co.in,www.lpu.in
LOVELY INSTITUTE OF MANAGEMENT LOVELY MALL,JALANDHAR ,Punjab,"+91-1824-501600,+91-1824-501228,+91-181-5071761",info@lovelyinstitutes.com,-
Lovely Institute of Technology, ,Punjab,"01824-240833,240832,240700",lovely@jla.vsnl.net.in,-
"Lovely Institute of Technology , Phagwara",PHAGWARA ,Punjab,+91-1824-404404,"info@lpu.co.in,admissions@lpu.co.in",www.lpu.in
Lovely Professional University,PHAGWARA ,Punjab,"91-1824-404404,91-181-5055555","counselling@ipu.co.in,info@lpu.co.in",www.lpu.in
LOVELY PROFESSIONAL UNIVERSITY, ,Punjab,-,-,-
LOVELY TEACHER TRAINING INSTITUTE, ,Delhi,-,-,-
LOWER LAKHWAR COLONY, ,Uttaranchal,-,-,-
LOWRY MEMORIAL TEACHER TRAINING INSTITUTE, ,Karnataka,-,-,-
Loyala Academy Degree College,SECUNDERABAD ,Andhra Pradesh,"040-27862363,27860077",lacademyinformation@yahoo.in,http://loyolaacademyugpg.ac.in
"LOYALA INSTITUTE OF BUSINESS ADMINISTRATION, CHENNAI",CHENNAI ,Tamil Nadu,914428175353/54/55/56/57,"info@liba.edu,admissions@liba.edu",www.liba.edu
LOYALA TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Loyola - ICAM College of Engineering and  Technology, ,Tamil Nadu,+91-44-28178490,-,www.licet.ac.in
Loyola College,CHENNAI ,Tamil Nadu,+91-44-28178200,helpdesk@loyolacollege.edu,http://www.loyolacollege.edu/
LOYOLA COLLEGE, ,Tamil Nadu,-,-,-
LOYOLA COLLEGE, ,Tamil Nadu,-,-,-
Loyola College of Education, ,Jharkhand,-,-,-
Loyola College of Education, ,Sikkim,+913595263877,loyolanamchi@yahoo.com,www.loyolasikkim.com
Loyola College of Social Science, ,Kerala,"0471591018,592059",msw@loyolacollegekerala.edu.in,www.loyolacollegekerala.edu.in
Loyola Degree College,CUDDAPAH ,Andhra Pradesh,"08568–226372,226403",loyola_pul@yahoo.com,-
LOYOLA INSTITUTE OF TEACHER EDUCATION, ,Pondicherry,-,-,-
Loyola Institute of Technology, ,Tamil Nadu,"044-26811543,26810252,25022081",litchennai@yahoo.co.in,www.litchennai.in
Loyola Institute of Technology & Science,KANYAKUMARI ,Tamil Nadu,"04652–293571,572,573",lites2008@hotmail.com,www.lites.edu.inwww.lites.in
Loyola Institute of Technology And Managemen, ,Andhra Pradesh,"08641?214555,08641?214899,",litam@rediffmail.com,http://www.litam.ac.in/
LOYOLA TEACHER TRAINING INSTITUTE, ,Karnataka,-,-,-
LSN TEACHER TRAINING INSTITUTE, ,Kerala,-,-,-
LT SHRI JAMUNA PRASAD NAYAK SHIKSHA PRASAR SAMITI, ,Madhya Pradesh,-,-,-
"Lt. B.N. Saoji Academys Teachers Training Centre of HI, indore",NAGPUR ,Maharashtra,0712-2526552/540697,-,-
LT. COLLEGE, ,Uttar Pradesh,-,-,-
LT. KM. LAXMI BADHALA MAHILA PRIMARY TEACHER TRAINING SCHOOL, ,Rajasthan,-,-,-
LT. MAHIPAT SINGH TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LT.KUMARI LAXMI BADHALA EDUCATION & RESEARCH INSTITUTE, ,Rajasthan,-,-,-
LT.MAHIPAT SINGH TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
LT.SARDAR SINGH SMRITI SHIKSHA SAMITEE, ,Madhya Pradesh,-,-,-
LTA School of Beauty, ,Maharashtra,9930313131,lta.schoolofbeauty2010@gmail.com,http://www.ltaschoolofbeauty.com
Lucknow Christian Degree College, ,Uttar Pradesh,-,-,-
Lucknow Institute of Technology, ,Uttar Pradesh,"+91-522-3207277,+91-9415105127,",contact@litlucknow.ac.in,	www.litlucknow.ac.in
Lucknow Law College,LUCKNOW ,Uttar Pradesh,0522-6568099,-,-
